review_id,puskesmas_name,wilayah,rating,chunk_text,dimension,polarity,sub_issue,quote
PKM_BTL_025_R1019_0613c6d2,Sewon 1,Bantul,1,"Tadi sore berniat untuk berobat di tempat ini, karena badan sudah rasanya gak karuan, mulai lah diperiksa dan katanya suhu normal tapi kenyataannya badannya gak enak banget, disela"" pemeriksaan saya bertanya kepada mungkin itu perawatnya , IBU APAKAH BISA BUAT SURAT IZIN KETERANGAN SEHAT, KLO BISA TOLONG DIBUATKAN TPI KALAU TIDAK JUGA GPP, karena badan sudah gak memungkinkan buat kerja dan dia menjawab : aduh mungkin riskan klo buat surat izin soalnya suhu badan masih normal, coba nanti saya tanyakan kedokternya . Dokter keluar dan disitu menurut saya kata""nya kurang pantas ,dia bilang: kenapa mas , ini suhu badannya masih normal jadi gak bisa buat surat, JANGAN PURA"" SAKIT NNTI SAKIT BENARAN , MAKANYA PERUSAHAAN CARI PEGAWAI DARI LUAR NEGERI, ORANG"" NYA AJA SEPERTI INI. Dan saya mulai emosi , saya kesini niat pertama saya untuk berobat, bukan hanya cari surat keterangan sehat, misal mau bikin surat izin trus dikira mau bolos kerja?? Kan saya sudah bilang : KLO BISA TOLONG DIBUATKAN KLO TIDAK JUGA GPP. Tolong pelayanannya diperbaiki, prioritaskan pasien.",Empathy,neg,tidak mendengarkan pasien,"saya sudah bilang: KLO BISA TOLONG DIBUATKAN KLO TIDAK JUGA GPP, misal mau bikin surat izin trus dikira mau bolos kerja??"
PKM_BTL_025_R1019_0613c6d2,Sewon 1,Bantul,1,"Tadi sore berniat untuk berobat di tempat ini, karena badan sudah rasanya gak karuan, mulai lah diperiksa dan katanya suhu normal tapi kenyataannya badannya gak enak banget, disela"" pemeriksaan saya bertanya kepada mungkin itu perawatnya , IBU APAKAH BISA BUAT SURAT IZIN KETERANGAN SEHAT, KLO BISA TOLONG DIBUATKAN TPI KALAU TIDAK JUGA GPP, karena badan sudah gak memungkinkan buat kerja dan dia menjawab : aduh mungkin riskan klo buat surat izin soalnya suhu badan masih normal, coba nanti saya tanyakan kedokternya . Dokter keluar dan disitu menurut saya kata""nya kurang pantas ,dia bilang: kenapa mas , ini suhu badannya masih normal jadi gak bisa buat surat, JANGAN PURA"" SAKIT NNTI SAKIT BENARAN , MAKANYA PERUSAHAAN CARI PEGAWAI DARI LUAR NEGERI, ORANG"" NYA AJA SEPERTI INI. Dan saya mulai emosi , saya kesini niat pertama saya untuk berobat, bukan hanya cari surat keterangan sehat, misal mau bikin surat izin trus dikira mau bolos kerja?? Kan saya sudah bilang : KLO BISA TOLONG DIBUATKAN KLO TIDAK JUGA GPP. Tolong pelayanannya diperbaiki, prioritaskan pasien.",Reliability,neg,kesulitan minta surat keterangan,"menurut saya kata""nya kurang pantas, dia bilang: kenapa mas, ini suhu badannya masih normal jadi gak bisa buat surat"
PKM_BTL_023_R0028_5e648a1c,Sedayu 1,Bantul,1,pegawaii nyaa dan dokter nyaa sangatt tidakk ramahh wajibb di pecatt tadii sudahh di pangill antrian tapii di suruh keluarr kata nyaa bukaa nama nyaa dan tadi juga pegawai nyaa tidakk seriuss dalam menanganii huuuuu!!!,Empathy,neg,petugas dan dokter tidak ramah,pegawaii nyaa dan dokter nyaa sangatt tidakk ramahh
PKM_BTL_023_R0028_5e648a1c,Sedayu 1,Bantul,1,pegawaii nyaa dan dokter nyaa sangatt tidakk ramahh wajibb di pecatt tadii sudahh di pangill antrian tapii di suruh keluarr kata nyaa bukaa nama nyaa dan tadi juga pegawai nyaa tidakk seriuss dalam menanganii huuuuu!!!,Responsiveness,neg,pasien disuruh keluar saat antrian,sudahh di pangill antrian tapii di suruh keluarr kata nyaa bukaa nama nyaa
PKM_BTL_023_R0028_5e648a1c,Sedayu 1,Bantul,1,pegawaii nyaa dan dokter nyaa sangatt tidakk ramahh wajibb di pecatt tadii sudahh di pangill antrian tapii di suruh keluarr kata nyaa bukaa nama nyaa dan tadi juga pegawai nyaa tidakk seriuss dalam menanganii huuuuu!!!,Assurance,neg,petugas tidak serius menangani,pegawai nyaa tidakk seriuss dalam menanganii
PKM_BTL_012_R0087_86bccef7,Jetis 2,Bantul,1,"Pelayanan sangat lama, pemanggilan antrian lamanya minta ampun, yang sakit keburu pingsan lah ini kalau kelamaan kayak gini",Responsiveness,neg,antre lama,"Pelayanan sangat lama, pemanggilan antrian lamanya minta ampun, yang sakit keburu pingsan lah ini kalau kelamaan kayak gini"
PKM_BTL_013_R1329_06d63532,Kasihan 1,Bantul,1,Antre nya lama banget,Responsiveness,neg,antre lama,Antre nya lama banget
PKM_BTL_020_R0022_3c8ad28c,Pleret,Bantul,1,Petugas screening BPJS nya attitude nya harus lebih dijaga lisannya,Empathy,neg,petugas BPJS tidak ramah,Petugas screening BPJS nya attitude nya harus lebih dijaga lisannya
PKM_BTL_002_R0581_203d59f4,Banguntapan 1,Bantul,1,"Anak saya usia 15 bln pas dinebulizer,Petugas nebulizer nya kok malah gak bantuin nebu malah ngloyor pergi gak bantuin nebu, apakak SOP nya seperti ini ya? Pasien dan keluarganya suruh nebu sendiri? Padahal kami kesusahan krn anak berontak ketika di nebu, tau sndri kan namanya jg bayi usia 15 bln",Empathy,neg,petugas tidak membantu pasien,Petugas nebulizer nya kok malah gak bantuin nebu malah ngloyor pergi gak bantuin nebu. Pasien dan keluarganya suruh nebu sendiri?
PKM_BTL_002_R0581_203d59f4,Banguntapan 1,Bantul,1,"Anak saya usia 15 bln pas dinebulizer,Petugas nebulizer nya kok malah gak bantuin nebu malah ngloyor pergi gak bantuin nebu, apakak SOP nya seperti ini ya? Pasien dan keluarganya suruh nebu sendiri? Padahal kami kesusahan krn anak berontak ketika di nebu, tau sndri kan namanya jg bayi usia 15 bln",Assurance,neg,prosedur tidak sesuai SOP,apakah SOP nya seperti ini ya? Pasien dan keluarganya suruh nebu sendiri? Padahal kami kesusahan krn anak berontak ketika di nebu
PKM_BTL_015_R0054_15fa90d9,Kretek,Bantul,1,"Antrian sangat lama, sudah online dapat nomer antrian sudah nunggu 1 jam lebih yang di layani tidak sesuai dengan nomer urut antrian , terlalu banyak perawat di ruangan tetapi pelayanan sangat lama.

Pernah periksa ke poli KIA, dioper ke umum, waktu periksa ke umum dioper LG suruh ke KIA, mohon untuk alurnya diperbaiki dan diperjelas lagi, jangan membuat pengunjung menjadi binggung dan terkesan dioper sana sini dan tidak di tangani dengan baik.",Responsiveness,neg,antrian sangat lama,"Antrian sangat lama, sudah online dapat nomer antrian sudah nunggu 1 jam lebih"
PKM_BTL_015_R0054_15fa90d9,Kretek,Bantul,1,"Antrian sangat lama, sudah online dapat nomer antrian sudah nunggu 1 jam lebih yang di layani tidak sesuai dengan nomer urut antrian , terlalu banyak perawat di ruangan tetapi pelayanan sangat lama.

Pernah periksa ke poli KIA, dioper ke umum, waktu periksa ke umum dioper LG suruh ke KIA, mohon untuk alurnya diperbaiki dan diperjelas lagi, jangan membuat pengunjung menjadi binggung dan terkesan dioper sana sini dan tidak di tangani dengan baik.",Responsiveness,neg,sistem antrian tidak teratur,yang di layani tidak sesuai dengan nomer urut antrian
PKM_BTL_015_R0054_15fa90d9,Kretek,Bantul,1,"Antrian sangat lama, sudah online dapat nomer antrian sudah nunggu 1 jam lebih yang di layani tidak sesuai dengan nomer urut antrian , terlalu banyak perawat di ruangan tetapi pelayanan sangat lama.

Pernah periksa ke poli KIA, dioper ke umum, waktu periksa ke umum dioper LG suruh ke KIA, mohon untuk alurnya diperbaiki dan diperjelas lagi, jangan membuat pengunjung menjadi binggung dan terkesan dioper sana sini dan tidak di tangani dengan baik.",Responsiveness,neg,pelayanan sangat lama,terlalu banyak perawat di ruangan tetapi pelayanan sangat lama
PKM_BTL_015_R0054_15fa90d9,Kretek,Bantul,1,"Antrian sangat lama, sudah online dapat nomer antrian sudah nunggu 1 jam lebih yang di layani tidak sesuai dengan nomer urut antrian , terlalu banyak perawat di ruangan tetapi pelayanan sangat lama.

Pernah periksa ke poli KIA, dioper ke umum, waktu periksa ke umum dioper LG suruh ke KIA, mohon untuk alurnya diperbaiki dan diperjelas lagi, jangan membuat pengunjung menjadi binggung dan terkesan dioper sana sini dan tidak di tangani dengan baik.",Empathy,neg,pasien dioper sana sini,"Pernah periksa ke poli KIA, dioper ke umum, waktu periksa ke umum dioper LG suruh ke KIA, jangan membuat pengunjung menjadi binggung dan terkesan dioper sana sini dan tidak di tangani dengan baik"
PKM_BTL_015_R0054_15fa90d9,Kretek,Bantul,1,"Antrian sangat lama, sudah online dapat nomer antrian sudah nunggu 1 jam lebih yang di layani tidak sesuai dengan nomer urut antrian , terlalu banyak perawat di ruangan tetapi pelayanan sangat lama.

Pernah periksa ke poli KIA, dioper ke umum, waktu periksa ke umum dioper LG suruh ke KIA, mohon untuk alurnya diperbaiki dan diperjelas lagi, jangan membuat pengunjung menjadi binggung dan terkesan dioper sana sini dan tidak di tangani dengan baik.",Reliability,neg,alur pelayanan tidak jelas,"mohon untuk alurnya diperbaiki dan diperjelas lagi, jangan membuat pengunjung menjadi binggung"
PKM_BTL_025_R0929_ea742dd1,Sewon 1,Bantul,1,"Antri sampe 3 jam,udah dapat antrian di suruh di poli KIA tapi gak di panggil2
Udah di tanyakan ternyata data belom masuk karena print rusak 😭😭😭😭",Responsiveness,neg,antri lama,"Antri sampe 3 jam, udah dapat antrian di suruh di poli KIA tapi gak di panggil2"
PKM_BTL_025_R0929_ea742dd1,Sewon 1,Bantul,1,"Antri sampe 3 jam,udah dapat antrian di suruh di poli KIA tapi gak di panggil2
Udah di tanyakan ternyata data belom masuk karena print rusak 😭😭😭😭",Reliability,neg,data tidak masuk sistem,Udah di tanyakan ternyata data belom masuk karena print rusak
PKM_BTL_015_R0005_a29e8e55,Kretek,Bantul,1,"Mohon maaf saya terpaksa memberikan 1 bintang ini .pelayanan di ruang KIA. saya datang dari jam 7.30 melakukan pendaftaran ,menunggu di ruang KIA sampai pukul 10.00 belum di panggil di ruang KIA banyak dokter dan karyawan namun pelayananannya menurut saya masih terlalu lama . Saya kira sehari sudah clear semua ternyata di suruh datang kembali di bulan depan .mohon untuk di tingkatkan lagi untuk pelayanan kedepannya supaya pasien juga merasa senang dan puas!",Responsiveness,neg,antre lama di KIA,"saya datang dari jam 7.30 melakukan pendaftaran, menunggu di ruang KIA sampai pukul 10.00 belum di panggil"
PKM_BTL_015_R0005_a29e8e55,Kretek,Bantul,1,"Mohon maaf saya terpaksa memberikan 1 bintang ini .pelayanan di ruang KIA. saya datang dari jam 7.30 melakukan pendaftaran ,menunggu di ruang KIA sampai pukul 10.00 belum di panggil di ruang KIA banyak dokter dan karyawan namun pelayananannya menurut saya masih terlalu lama . Saya kira sehari sudah clear semua ternyata di suruh datang kembali di bulan depan .mohon untuk di tingkatkan lagi untuk pelayanan kedepannya supaya pasien juga merasa senang dan puas!",Responsiveness,neg,pelayanan terlalu lama,di ruang KIA banyak dokter dan karyawan namun pelayananannya menurut saya masih terlalu lama
PKM_BTL_015_R0005_a29e8e55,Kretek,Bantul,1,"Mohon maaf saya terpaksa memberikan 1 bintang ini .pelayanan di ruang KIA. saya datang dari jam 7.30 melakukan pendaftaran ,menunggu di ruang KIA sampai pukul 10.00 belum di panggil di ruang KIA banyak dokter dan karyawan namun pelayananannya menurut saya masih terlalu lama . Saya kira sehari sudah clear semua ternyata di suruh datang kembali di bulan depan .mohon untuk di tingkatkan lagi untuk pelayanan kedepannya supaya pasien juga merasa senang dan puas!",Reliability,neg,informasi pemeriksaan tidak jelas,Saya kira sehari sudah clear semua ternyata di suruh datang kembali di bulan depan
PKM_BTL_011_R0191_2bb561cf,Jetis 1,Bantul,2,Jika pendaftaran masih manual seharusnya kursi tunggu ditambah,Tangibles,neg,kursi tunggu kurang,Jika pendaftaran masih manual seharusnya kursi tunggu ditambah
PKM_BTL_022_R0031_ac481c4f,Sanden,Bantul,1,"Saya ingin menyampaikan keluhan terkait pelayanan IGD di Puskesmas yang saya alami lebih dari satu kali, khususnya pada pelayanan malam hari.
Pada kejadian pertama, saya mengantarkan orang tua saya dalam kondisi kurang sehat ke IGD pada pagi sekitar subuh. Saat tiba, yang menemui kami bukan perawat atau petugas medis, melainkan seorang pria paruh baya tanpa seragam. Ia menyampaikan bahwa perawat sedang tidur, dan tanpa ada pemeriksaan awal, kami langsung diarahkan untuk pergi ke RSUD di Jalan Samas. Padahal saya sudah memohon agar kondisi orang tua diperiksa terlebih dahulu, namun permintaan tersebut tidak direspons dan tidak ada perawat yang datang menemui kami.",Responsiveness,neg,perawat tidak respons,"Saya sudah memohon agar kondisi orang tua diperiksa terlebih dahulu, namun permintaan tersebut tidak direspons dan tidak ada perawat yang datang menemui kami."
PKM_BTL_022_R0031_ac481c4f,Sanden,Bantul,1,"Saya ingin menyampaikan keluhan terkait pelayanan IGD di Puskesmas yang saya alami lebih dari satu kali, khususnya pada pelayanan malam hari.
Pada kejadian pertama, saya mengantarkan orang tua saya dalam kondisi kurang sehat ke IGD pada pagi sekitar subuh. Saat tiba, yang menemui kami bukan perawat atau petugas medis, melainkan seorang pria paruh baya tanpa seragam. Ia menyampaikan bahwa perawat sedang tidur, dan tanpa ada pemeriksaan awal, kami langsung diarahkan untuk pergi ke RSUD di Jalan Samas. Padahal saya sudah memohon agar kondisi orang tua diperiksa terlebih dahulu, namun permintaan tersebut tidak direspons dan tidak ada perawat yang datang menemui kami.",Assurance,neg,tidak ada pemeriksaan awal,"Tanpa ada pemeriksaan awal, kami langsung diarahkan untuk pergi ke RSUD di Jalan Samas."
PKM_BTL_022_R0031_ac481c4f,Sanden,Bantul,1,"Saya ingin menyampaikan keluhan terkait pelayanan IGD di Puskesmas yang saya alami lebih dari satu kali, khususnya pada pelayanan malam hari.
Pada kejadian pertama, saya mengantarkan orang tua saya dalam kondisi kurang sehat ke IGD pada pagi sekitar subuh. Saat tiba, yang menemui kami bukan perawat atau petugas medis, melainkan seorang pria paruh baya tanpa seragam. Ia menyampaikan bahwa perawat sedang tidur, dan tanpa ada pemeriksaan awal, kami langsung diarahkan untuk pergi ke RSUD di Jalan Samas. Padahal saya sudah memohon agar kondisi orang tua diperiksa terlebih dahulu, namun permintaan tersebut tidak direspons dan tidak ada perawat yang datang menemui kami.",Empathy,neg,petugas tidak peduli,"Ia menyampaikan bahwa perawat sedang tidur, dan tanpa ada pemeriksaan awal, kami langsung diarahkan untuk pergi ke RSUD. Padahal saya sudah memohon agar kondisi orang tua diperiksa terlebih dahulu."
PKM_BTL_002_R0345_a84a617e,Banguntapan 1,Bantul,1,"Pelayanan lama, tempat tunggu tidak nyaman panas tidak ada kipas",Responsiveness,neg,pelayanan lama,Pelayanan lama
PKM_BTL_002_R0345_a84a617e,Banguntapan 1,Bantul,1,"Pelayanan lama, tempat tunggu tidak nyaman panas tidak ada kipas",Tangibles,neg,ruang tunggu panas,tempat tunggu tidak nyaman panas tidak ada kipas
PKM_BTL_002_R0551_c0f76935,Banguntapan 1,Bantul,1,"Pelayanan bener2 sangat minus bgt
Dr pendaftaran aja udh ga memuaskan
Heran sama puskesmas ini
Kok bisa ya org2 nya tu ga nyenengin sama sekali
Kapok bgt kesana
Pdhl baru di pendaftaran loh
Blm ngerasain pelayanan nya
Ternyata review nya banyak yg jelek ttg puskesmas ini",Empathy,neg,petugas tidak menyenangkan,Kok bisa ya org2 nya tu ga nyenengin sama sekali. Kapok bgt kesana
PKM_BTL_002_R0551_c0f76935,Banguntapan 1,Bantul,1,"Pelayanan bener2 sangat minus bgt
Dr pendaftaran aja udh ga memuaskan
Heran sama puskesmas ini
Kok bisa ya org2 nya tu ga nyenengin sama sekali
Kapok bgt kesana
Pdhl baru di pendaftaran loh
Blm ngerasain pelayanan nya
Ternyata review nya banyak yg jelek ttg puskesmas ini",Responsiveness,neg,proses pendaftaran buruk,Dr pendaftaran aja udh ga memuaskan. Pdhl baru di pendaftaran loh
PKM_BTL_015_R0035_bd430d61,Kretek,Bantul,1,"antrian poli infeksius dewasa dicampur dengan antrian infeksius balita, pelayanan buruk tidak tertata dg semestinya. seharusnya dibedakan jgn disatukan, krn kami yg mengidap sakit yg agak parah tidak segera ditangani dan tersusul antrian balita lain. tolong diperbaiki lagi!!",Responsiveness,neg,antrian tercampur tidak tertata,"antrian poli infeksius dewasa dicampur dengan antrian infeksius balita, pelayanan buruk tidak tertata dg semestinya"
PKM_BTL_015_R0035_bd430d61,Kretek,Bantul,1,"antrian poli infeksius dewasa dicampur dengan antrian infeksius balita, pelayanan buruk tidak tertata dg semestinya. seharusnya dibedakan jgn disatukan, krn kami yg mengidap sakit yg agak parah tidak segera ditangani dan tersusul antrian balita lain. tolong diperbaiki lagi!!",Responsiveness,neg,tidak segera ditangani,kami yg mengidap sakit yg agak parah tidak segera ditangani dan tersusul antrian balita lain
PKM_BTL_014_R0229_a8880da5,Kasihan 2,Bantul,1,Pelayanan pendaftaran tidak ramah,Empathy,neg,petugas pendaftaran tidak ramah,Pelayanan pendaftaran tidak ramah
PKM_BTL_007_R0058_8ed98792,Dlingo 1,Bantul,1,"Pelayanan di puskesmas sangat tidak ramah
Orang sakit dateng di igd tidak dilayani disuruh nunggu besok keburu meninggal ni pasien
Yang jaga igd juga ditanyain sama sekali tidak melihat pasien dan sibuk dengan hp nya
Ditanyain malah suruh tanya ke staf lain pokoknya muter muter
DOKTER DAN STAFF CUMA MEMAKAN GAJI BUTA",Empathy,neg,petugas tidak ramah,Pelayanan di puskesmas sangat tidak ramah
PKM_BTL_007_R0058_8ed98792,Dlingo 1,Bantul,1,"Pelayanan di puskesmas sangat tidak ramah
Orang sakit dateng di igd tidak dilayani disuruh nunggu besok keburu meninggal ni pasien
Yang jaga igd juga ditanyain sama sekali tidak melihat pasien dan sibuk dengan hp nya
Ditanyain malah suruh tanya ke staf lain pokoknya muter muter
DOKTER DAN STAFF CUMA MEMAKAN GAJI BUTA",Responsiveness,neg,pasien tidak dilayani,Orang sakit dateng di igd tidak dilayani disuruh nunggu besok keburu meninggal ni pasien
PKM_BTL_007_R0058_8ed98792,Dlingo 1,Bantul,1,"Pelayanan di puskesmas sangat tidak ramah
Orang sakit dateng di igd tidak dilayani disuruh nunggu besok keburu meninggal ni pasien
Yang jaga igd juga ditanyain sama sekali tidak melihat pasien dan sibuk dengan hp nya
Ditanyain malah suruh tanya ke staf lain pokoknya muter muter
DOKTER DAN STAFF CUMA MEMAKAN GAJI BUTA",Assurance,neg,petugas tidak profesional,Yang jaga igd juga ditanyain sama sekali tidak melihat pasien dan sibuk dengan hp nya
PKM_BTL_007_R0058_8ed98792,Dlingo 1,Bantul,1,"Pelayanan di puskesmas sangat tidak ramah
Orang sakit dateng di igd tidak dilayani disuruh nunggu besok keburu meninggal ni pasien
Yang jaga igd juga ditanyain sama sekali tidak melihat pasien dan sibuk dengan hp nya
Ditanyain malah suruh tanya ke staf lain pokoknya muter muter
DOKTER DAN STAFF CUMA MEMAKAN GAJI BUTA",Empathy,neg,petugas cuek dan tidak membantu,Ditanyain malah suruh tanya ke staf lain pokoknya muter muter
PKM_BTL_007_R0058_8ed98792,Dlingo 1,Bantul,1,"Pelayanan di puskesmas sangat tidak ramah
Orang sakit dateng di igd tidak dilayani disuruh nunggu besok keburu meninggal ni pasien
Yang jaga igd juga ditanyain sama sekali tidak melihat pasien dan sibuk dengan hp nya
Ditanyain malah suruh tanya ke staf lain pokoknya muter muter
DOKTER DAN STAFF CUMA MEMAKAN GAJI BUTA",Assurance,neg,staf tidak kompeten,DOKTER DAN STAFF CUMA MEMAKAN GAJI BUTA
PKM_BTL_010_R0182_87843b27,Imogiri 2,Bantul,1,"Tidak ramah,lagi sakit malah petugas ngomongnya pakai nada tinggi mulu...
😑",Empathy,neg,petugas tidak ramah,"Tidak ramah, lagi sakit malah petugas ngomongnya pakai nada tinggi mulu"
PKM_BTL_022_R0128_6a9c72ee,Sanden,Bantul,1,"Untuk bagian pendataan dan cek suhu yang di teras puskesmas, pelayanan sangat tidak baik, teriak teriak sama pasien, apalagi sama orang tua, perlu diganti, bikin merusak pelayanan, pelayan dokter sangat baik, tapi di coreng dengan sikap gak sopan di bagian pendataan dan cek suhu, harus di ganti, kasian orang tua dibentak bentak",Empathy,neg,staff teriak-teriak ke pasien,"pelayanan sangat tidak baik, teriak teriak sama pasien, apalagi sama orang tua, perlu diganti, bikin merusak pelayanan"
PKM_BTL_022_R0128_6a9c72ee,Sanden,Bantul,1,"Untuk bagian pendataan dan cek suhu yang di teras puskesmas, pelayanan sangat tidak baik, teriak teriak sama pasien, apalagi sama orang tua, perlu diganti, bikin merusak pelayanan, pelayan dokter sangat baik, tapi di coreng dengan sikap gak sopan di bagian pendataan dan cek suhu, harus di ganti, kasian orang tua dibentak bentak",Empathy,neg,staff membentak orang tua,kasian orang tua dibentak bentak
PKM_BTL_022_R0128_6a9c72ee,Sanden,Bantul,1,"Untuk bagian pendataan dan cek suhu yang di teras puskesmas, pelayanan sangat tidak baik, teriak teriak sama pasien, apalagi sama orang tua, perlu diganti, bikin merusak pelayanan, pelayan dokter sangat baik, tapi di coreng dengan sikap gak sopan di bagian pendataan dan cek suhu, harus di ganti, kasian orang tua dibentak bentak",Empathy,neg,sikap gak sopan pendataan,"pelayan dokter sangat baik, tapi di coreng dengan sikap gak sopan di bagian pendataan dan cek suhu"
PKM_BTL_022_R0128_6a9c72ee,Sanden,Bantul,1,"Untuk bagian pendataan dan cek suhu yang di teras puskesmas, pelayanan sangat tidak baik, teriak teriak sama pasien, apalagi sama orang tua, perlu diganti, bikin merusak pelayanan, pelayan dokter sangat baik, tapi di coreng dengan sikap gak sopan di bagian pendataan dan cek suhu, harus di ganti, kasian orang tua dibentak bentak",Empathy,pos,pelayanan dokter baik,pelayan dokter sangat baik
